timestamp,temperature,battery_voltage,power_consumption,radiation_level,signal_strength,fuel_level,solar_output,anomaly_score,anomaly_flag,label,risk_score,risk_level,top_factors
2026-01-01 03:45:00,23.58,28.78,81.77,0.7324,-69.1,98.72,75.5,0.054823,1,Normal,0,LOW,None
2026-01-01 03:50:00,24.48,28.81,86.91,0.7672,-69.21,98.97,74.34,0.044742,1,Normal,0,LOW,None
2026-01-01 03:55:00,23.82,28.89,85.7,0.7692,-69.7,98.52,70.23,0.040111,1,Normal,0,LOW,None
2026-01-01 04:00:00,24.47,28.77,83.7,0.7842,-69.41,98.9,72.12,0.042852,1,Normal,0,LOW,None
2026-01-01 04:05:00,23.85,28.88,78.81,0.8059,-69.26,98.58,73.97,0.03358,1,Normal,0,LOW,None
2026-01-01 04:10:00,24.22,28.75,84.84,0.7891,-68.53,98.38,72.59,0.043338,1,Normal,0,LOW,None
2026-01-01 04:15:00,24.73,28.83,77.31,0.7121,-69.62,98.45,71.87,0.048386,1,Normal,0,LOW,None
2026-01-01 04:20:00,22.31,28.86,85.11,0.7136,-69.22,98.18,73.6,0.058561,1,Normal,0,LOW,None
2026-01-01 04:25:00,23.77,29.04,90.53,0.7468,-70.26,99.11,69.79,0.026825,1,Normal,0,LOW,None
2026-01-01 04:30:00,23.67,28.74,81.31,0.7319,-69.25,98.46,71.17,0.054431,1,Normal,0,LOW,None
2026-01-01 04:35:00,23.55,28.96,81.59,0.7045,-69.54,98.65,70.93,0.037634,1,Normal,0,LOW,None
2026-01-01 04:40:00,24.07,28.86,77.36,0.7323,-69.15,98.27,62.27,0.016954,1,Normal,0,LOW,None
2026-01-01 04:45:00,26.26,28.88,72.31,0.731,-69.41,98.09,46.01,-0.045481,-1,Anomaly,8,LOW,Solar output anomaly (solar_output: 46.01 W)
2026-01-01 04:50:00,23.5,28.85,76.13,0.723,-69.64,98.3,30.36,-0.04407,-1,Anomaly,23,LOW,Solar output anomaly (solar_output: 30.36 W)
2026-01-01 04:55:00,25.76,28.88,74.02,0.7371,-70.43,98.68,14.18,-0.092731,-1,Anomaly,35,MEDIUM,Solar output anomaly (solar_output: 14.18 W)
2026-01-01 05:00:00,22.64,28.83,72.41,0.7966,-70.19,98.16,13.9,-0.083689,-1,Anomaly,35,MEDIUM,Solar output anomaly (solar_output: 13.9 W)
2026-01-01 05:05:00,24.31,28.95,83.16,0.7572,-69.47,98.03,30.8,-0.049023,-1,Anomaly,23,LOW,Solar output anomaly (solar_output: 30.8 W)
2026-01-01 05:10:00,24.96,28.8,77.77,0.8478,-71.29,98.31,44.99,-0.034414,-1,Anomaly,9,LOW,Solar output anomaly (solar_output: 44.99 W)
2026-01-01 05:15:00,25.51,28.93,77.85,0.7554,-71.37,98.38,61.8,-0.000683,-1,Anomaly,0,LOW,None
2026-01-01 05:20:00,25.7,28.78,75.17,0.7366,-70.67,98.7,69.54,0.022832,1,Normal,0,LOW,None
2026-01-01 05:25:00,25.84,28.83,75.41,0.7479,-70.54,98.28,70.81,0.032222,1,Normal,0,LOW,None
2026-01-01 05:30:00,24.5,28.75,79.17,0.7575,-71.89,98.34,65.81,0.026374,1,Normal,0,LOW,None
2026-01-01 05:35:00,24.39,28.87,75.49,0.7641,-71.24,98.34,71.81,0.037747,1,Normal,0,LOW,None
2026-01-01 05:40:00,25.99,28.94,77.29,0.8292,-71.37,97.75,68.65,2.1e-05,1,Normal,0,LOW,None
2026-01-01 05:45:00,24.75,28.82,74.61,0.7117,-73.6,97.78,72.44,0.040766,1,Normal,0,LOW,None
2026-01-01 05:50:00,23.46,28.81,73.99,0.7792,-71.71,97.71,69.05,0.028918,1,Normal,0,LOW,None
2026-01-01 05:55:00,23.64,28.73,70.17,0.7524,-71.76,97.61,69.92,0.024308,1,Normal,0,LOW,None
2026-01-01 06:00:00,23.9,28.8,68.12,0.6804,-71.87,98.22,73.86,0.026888,1,Normal,0,LOW,None
2026-01-01 06:05:00,25.59,28.69,74.09,0.7733,-70.4,98.04,69.51,0.018175,1,Normal,0,LOW,None
2026-01-01 06:10:00,25.16,28.74,75.2,0.7923,-73.14,97.95,72.58,0.030393,1,Normal,0,LOW,None
2026-01-01 06:15:00,25.81,28.83,70.52,0.7063,-72.85,97.12,70.23,0.017649,1,Normal,0,LOW,None
2026-01-01 06:20:00,24.45,28.92,74.95,0.7393,-74.75,98.49,71.04,0.017746,1,Normal,0,LOW,None
2026-01-01 06:25:00,25.13,29.03,75.33,0.6696,-72.73,97.57,70.42,0.024001,1,Normal,0,LOW,None
2026-01-01 06:30:00,25.67,28.76,67.7,0.6872,-72.75,98.43,72.05,0.011747,1,Normal,0,LOW,None
2026-01-01 06:35:00,24.51,28.92,72.17,0.7784,-72.97,97.35,69.07,0.015214,1,Normal,0,LOW,None
2026-01-01 06:40:00,25.4,28.82,76.95,0.7166,-71.46,97.51,68.57,0.036327,1,Normal,0,LOW,None
2026-01-01 06:45:00,24.01,28.79,77.06,0.6897,-71.81,97.07,69.37,0.041386,1,Normal,0,LOW,None
2026-01-01 06:50:00,24.33,28.83,71.87,0.742,-72.7,97.81,70.96,0.03454,1,Normal,0,LOW,None
2026-01-01 06:55:00,24.26,28.8,76.7,0.7106,-73.26,97.34,70.44,0.047207,1,Normal,0,LOW,None
2026-01-01 07:00:00,23.22,28.8,79.98,0.7114,-71.97,97.32,72.44,0.054824,1,Normal,0,LOW,None
2026-01-01 07:05:00,25.18,28.76,79.4,0.7584,-73.12,97.21,73.77,0.045738,1,Normal,0,LOW,None
2026-01-01 07:10:00,23.97,28.67,76.66,0.6809,-74.02,97.82,69.36,0.033813,1,Normal,0,LOW,None
2026-01-01 07:15:00,24.48,28.66,75.69,0.6897,-75.03,97.78,70.0,0.028679,1,Normal,0,LOW,None
2026-01-01 07:20:00,24.97,28.83,75.48,0.7306,-73.86,98.08,68.77,0.033279,1,Normal,0,LOW,None
2026-01-01 07:25:00,24.86,28.75,79.7,0.7616,-72.77,97.3,75.88,0.048596,1,Normal,0,LOW,None
2026-01-01 07:30:00,25.04,28.73,79.15,0.7708,-71.35,97.54,72.61,0.040418,1,Normal,0,LOW,None
2026-01-01 07:35:00,24.03,28.77,81.1,0.693,-73.67,97.06,73.15,0.054317,1,Normal,0,LOW,None
2026-01-01 07:40:00,23.56,28.83,79.8,0.7554,-74.6,97.32,69.72,0.033744,1,Normal,0,LOW,None
2026-01-01 07:45:00,23.87,28.78,82.68,0.6848,-75.12,97.24,72.61,0.048649,1,Normal,0,LOW,None
2026-01-01 07:50:00,21.85,28.71,80.64,0.7875,-73.48,97.5,73.85,0.043767,1,Normal,0,LOW,None
2026-01-01 07:55:00,22.03,28.85,83.57,0.6673,-75.9,97.64,72.55,0.041039,1,Normal,0,LOW,None
2026-01-01 08:00:00,22.07,28.88,84.41,0.7639,-73.69,97.61,75.44,0.044312,1,Normal,0,LOW,None
2026-01-01 08:05:00,22.35,28.79,79.1,0.6826,-73.52,97.03,78.16,0.05061,1,Normal,0,LOW,None
2026-01-01 08:10:00,23.91,28.82,76.16,0.7875,-74.0,97.55,71.89,0.038269,1,Normal,0,LOW,None
2026-01-01 08:15:00,22.23,28.84,88.48,0.7286,-74.75,97.21,72.0,0.049813,1,Normal,0,LOW,None
2026-01-01 08:20:00,22.74,28.83,84.59,0.6623,-74.06,97.1,72.56,0.056732,1,Normal,0,LOW,None
2026-01-01 08:25:00,24.62,28.78,78.32,0.68,-74.55,96.96,77.8,0.043564,1,Normal,0,LOW,None
2026-01-01 08:30:00,22.51,28.78,82.47,0.7301,-75.6,96.97,76.96,0.044263,1,Normal,0,LOW,None
2026-01-01 08:35:00,23.68,28.77,88.33,0.7388,-73.07,97.64,74.89,0.057769,1,Normal,0,LOW,None
2026-01-01 08:40:00,21.54,28.63,85.32,0.6917,-75.36,97.18,75.53,0.048656,1,Normal,0,LOW,None
2026-01-01 08:45:00,22.27,28.77,85.2,0.6942,-74.33,97.11,74.13,0.055365,1,Normal,0,LOW,None
2026-01-01 08:50:00,21.23,28.61,92.6,0.7205,-77.61,96.95,77.85,0.040559,1,Normal,0,LOW,None
2026-01-01 08:55:00,21.82,28.65,84.75,0.6932,-74.01,97.73,75.62,0.054529,1,Normal,0,LOW,None
2026-01-01 09:00:00,23.08,28.81,86.36,0.6339,-73.91,97.36,76.19,0.055213,1,Normal,0,LOW,None
2026-01-01 09:05:00,19.84,28.77,90.63,0.6508,-75.43,96.73,78.25,0.059186,1,Normal,0,LOW,None
2026-01-01 09:10:00,22.28,28.82,92.01,0.6903,-74.99,96.83,77.0,0.054083,1,Normal,0,LOW,None
2026-01-01 09:15:00,21.88,28.67,93.15,0.7272,-75.08,96.82,77.24,0.058222,1,Normal,0,LOW,None
2026-01-01 09:20:00,20.71,28.6,95.37,0.7408,-76.36,96.9,78.08,0.050492,1,Normal,0,LOW,None
2026-01-01 09:25:00,19.52,28.66,93.66,0.7048,-75.26,96.62,80.0,0.058051,1,Normal,0,LOW,None
2026-01-01 09:30:00,21.17,28.69,95.47,0.6827,-76.7,96.94,82.06,0.052034,1,Normal,0,LOW,None
2026-01-01 09:35:00,20.28,28.68,93.64,0.6986,-76.58,97.21,80.31,0.048162,1,Normal,0,LOW,None
2026-01-01 09:40:00,21.01,28.76,95.57,0.6395,-74.92,96.35,81.11,0.062035,1,Normal,0,LOW,None
2026-01-01 09:45:00,20.58,28.64,96.53,0.6574,-75.15,96.38,79.48,0.064646,1,Normal,0,LOW,None
2026-01-01 09:50:00,22.3,28.69,97.72,0.628,-76.91,96.55,78.84,0.050626,1,Normal,0,LOW,None
2026-01-01 09:55:00,19.9,28.58,100.48,0.6084,-77.02,96.53,81.95,0.059622,1,Normal,0,LOW,None
2026-01-01 10:00:00,18.77,28.69,100.54,0.669,-77.0,97.24,81.37,0.049765,1,Normal,0,LOW,None
2026-01-01 10:05:00,20.03,28.65,99.57,0.6604,-75.7,96.91,78.57,0.05997,1,Normal,0,LOW,None
2026-01-01 10:10:00,19.88,28.58,97.4,0.6778,-77.5,96.86,81.16,0.047877,1,Normal,0,LOW,None
2026-01-01 10:15:00,21.05,28.62,101.29,0.6694,-76.22,96.47,82.05,0.059753,1,Normal,0,LOW,None
2026-01-01 10:20:00,20.23,28.62,101.77,0.6545,-75.89,96.44,81.6,0.065589,1,Normal,0,LOW,None
2026-01-01 10:25:00,19.46,28.6,103.36,0.6643,-76.8,96.06,85.99,0.063362,1,Normal,0,LOW,None
2026-01-01 10:30:00,20.58,28.76,111.22,0.6375,-75.76,96.7,84.4,0.060075,1,Normal,0,LOW,None
2026-01-01 10:35:00,17.2,28.61,102.47,0.6529,-77.14,96.59,86.6,0.058881,1,Normal,0,LOW,None
2026-01-01 10:40:00,17.65,28.59,106.58,0.6045,-77.12,96.8,84.8,0.060542,1,Normal,0,LOW,None
2026-01-01 10:45:00,17.1,28.44,109.64,0.6455,-77.94,96.32,84.85,0.04772,1,Normal,0,LOW,None
2026-01-01 10:50:00,17.54,28.53,107.04,0.6545,-76.01,96.31,83.24,0.063425,1,Normal,0,LOW,None
2026-01-01 10:55:00,16.15,28.57,115.66,0.5981,-77.85,96.38,85.56,0.054242,1,Normal,0,LOW,None
2026-01-01 11:00:00,18.35,28.53,106.93,0.624,-76.79,96.57,85.99,0.060998,1,Normal,0,LOW,None
2026-01-01 11:05:00,17.11,28.69,110.16,0.5941,-77.26,95.83,83.65,0.064532,1,Normal,0,LOW,None
2026-01-01 11:10:00,15.4,28.57,106.98,0.595,-78.3,96.47,85.74,0.046472,1,Normal,0,LOW,None
2026-01-01 11:15:00,15.73,28.68,109.3,0.5681,-77.91,96.21,86.6,0.049121,1,Normal,0,LOW,None
2026-01-01 11:20:00,17.11,28.57,112.14,0.6607,-75.96,95.87,88.51,0.065832,1,Normal,0,LOW,None
2026-01-01 11:25:00,17.53,28.57,114.95,0.6497,-77.19,95.53,89.04,0.06501,1,Normal,0,LOW,None
2026-01-01 11:30:00,18.7,28.55,113.82,0.6256,-78.45,96.09,87.39,0.050804,1,Normal,0,LOW,None
2026-01-01 11:35:00,19.59,28.55,117.8,0.68,-77.18,96.54,89.92,0.052438,1,Normal,0,LOW,None
2026-01-01 11:40:00,16.37,28.68,113.75,0.5905,-77.67,96.58,89.06,0.044807,1,Normal,0,LOW,None
2026-01-01 11:45:00,14.47,28.35,113.59,0.7162,-74.12,96.15,84.12,0.054164,1,Normal,0,LOW,None
2026-01-01 11:50:00,12.88,28.37,124.87,0.5828,-77.32,96.61,89.33,0.039222,1,Normal,0,LOW,None
2026-01-01 11:55:00,15.54,28.48,117.42,0.599,-78.03,95.98,92.89,0.054413,1,Normal,0,LOW,None
2026-01-01 12:00:00,14.02,28.52,114.14,0.5698,-76.26,96.25,87.8,0.058898,1,Normal,0,LOW,None
2026-01-01 12:05:00,14.28,28.57,114.83,0.5975,-79.56,95.8,91.83,0.039384,1,Normal,0,LOW,None
2026-01-01 12:10:00,13.83,28.55,114.54,0.613,-77.65,95.75,95.21,0.059268,1,Normal,0,LOW,None
2026-01-01 12:15:00,14.18,28.47,121.68,0.5719,-75.78,95.68,90.95,0.054668,1,Normal,0,LOW,None
2026-01-01 12:20:00,15.41,28.58,117.67,0.6444,-77.92,95.23,92.91,0.059197,1,Normal,0,LOW,None
2026-01-01 12:25:00,14.1,28.58,119.92,0.5798,-79.56,96.21,90.73,0.03384,1,Normal,0,LOW,None
2026-01-01 12:30:00,13.5,28.5,119.75,0.5779,-78.25,95.6,97.02,0.049598,1,Normal,0,LOW,None
2026-01-01 12:35:00,12.24,28.56,123.02,0.5276,-76.42,95.53,94.02,0.052159,1,Normal,0,LOW,None
2026-01-01 12:40:00,11.25,28.5,117.95,0.5775,-77.52,95.39,94.71,0.062621,1,Normal,0,LOW,None
2026-01-01 12:45:00,12.47,28.42,117.59,0.5523,-78.76,95.65,97.75,0.048247,1,Normal,0,LOW,None
2026-01-01 12:50:00,12.77,28.52,122.55,0.5302,-78.62,96.21,96.78,0.03835,1,Normal,0,LOW,None
2026-01-01 12:55:00,14.74,28.47,124.26,0.5203,-78.51,96.28,94.13,0.025872,1,Normal,0,LOW,None
2026-01-01 13:00:00,12.57,28.45,123.69,0.6551,-77.6,95.13,95.0,0.053223,1,Normal,0,LOW,None
2026-01-01 13:05:00,13.38,28.56,120.03,0.5345,-76.64,95.49,97.7,0.059803,1,Normal,0,LOW,None
2026-01-01 13:10:00,11.39,28.24,125.56,0.4837,-76.93,95.26,95.87,0.049033,1,Normal,0,LOW,None
2026-01-01 13:15:00,10.36,28.32,120.87,0.5109,-77.53,95.84,93.29,0.049483,1,Normal,0,LOW,None
2026-01-01 13:20:00,10.42,28.33,121.92,0.5336,-79.33,95.6,97.82,0.038623,1,Normal,0,LOW,None
2026-01-01 13:25:00,10.51,28.39,120.69,0.5544,-79.33,95.3,95.36,0.042288,1,Normal,0,LOW,None
2026-01-01 13:30:00,13.73,28.39,128.76,0.5516,-77.47,95.48,101.95,0.032259,1,Normal,0,LOW,None
2026-01-01 13:35:00,9.99,28.29,126.62,0.5534,-79.34,95.29,99.46,0.026093,1,Normal,0,LOW,None
2026-01-01 13:40:00,11.78,28.32,126.68,0.4974,-78.22,95.89,97.69,0.03452,1,Normal,0,LOW,None
2026-01-01 13:45:00,9.49,28.32,129.07,0.5337,-77.69,95.54,98.48,0.029856,1,Normal,0,LOW,None
2026-01-01 13:50:00,11.5,28.58,134.66,0.4819,-79.12,95.55,96.48,-0.003184,-1,Anomaly,0,LOW,None
2026-01-01 13:55:00,10.65,28.53,118.92,0.4891,-79.0,94.52,98.43,0.039834,1,Normal,0,LOW,None
2026-01-01 14:00:00,9.81,28.34,122.38,0.4741,-78.06,95.27,103.03,0.041412,1,Normal,0,LOW,None
2026-01-01 14:05:00,9.76,28.34,122.84,0.4602,-77.45,95.89,105.82,0.033173,1,Normal,0,LOW,None
2026-01-01 14:10:00,8.84,28.27,122.02,0.5472,-76.88,95.63,103.17,0.04896,1,Normal,0,LOW,None
2026-01-01 14:15:00,9.98,28.2,121.21,0.5291,-77.32,94.65,101.88,0.062189,1,Normal,0,LOW,None
2026-01-01 14:20:00,8.72,28.34,123.88,0.5376,-77.83,95.09,101.54,0.041892,1,Normal,0,LOW,None
2026-01-01 14:25:00,7.62,28.26,120.6,0.4971,-78.63,94.79,100.83,0.049911,1,Normal,0,LOW,None
2026-01-01 14:30:00,7.38,28.33,125.93,0.5236,-78.94,95.64,107.2,0.021489,1,Normal,0,LOW,None
2026-01-01 14:35:00,8.95,28.2,124.81,0.4191,-78.35,95.17,103.03,0.027023,1,Normal,0,LOW,None
2026-01-01 14:40:00,10.47,28.26,126.16,0.521,-77.41,94.84,107.96,0.036107,1,Normal,0,LOW,None
2026-01-01 14:45:00,8.6,28.33,126.07,0.4906,-77.45,95.05,106.83,0.035558,1,Normal,0,LOW,None
2026-01-01 14:50:00,8.1,28.34,126.2,0.5057,-79.86,94.23,100.87,0.028606,1,Normal,0,LOW,None
2026-01-01 14:55:00,8.43,28.34,122.55,0.4929,-78.52,94.66,103.32,0.043233,1,Normal,0,LOW,None
2026-01-01 15:00:00,9.5,28.19,131.02,0.4353,-76.49,94.97,103.61,0.017085,1,Normal,0,LOW,None
2026-01-01 15:05:00,8.04,28.36,124.14,0.4119,-77.58,95.18,105.07,0.032182,1,Normal,0,LOW,None
2026-01-01 15:10:00,7.13,28.22,116.49,0.4405,-79.04,94.32,105.39,0.038068,1,Normal,0,LOW,None
2026-01-01 15:15:00,8.81,28.33,119.17,0.4887,-75.23,94.76,111.77,0.035187,1,Normal,0,LOW,None
2026-01-01 15:20:00,7.85,28.27,116.23,0.4908,-77.58,95.15,103.89,0.048452,1,Normal,0,LOW,None
2026-01-01 15:25:00,9.04,28.15,122.0,0.4057,-77.12,94.38,106.76,0.044202,1,Normal,0,LOW,None
2026-01-01 15:30:00,7.29,28.23,121.11,0.4184,-77.06,94.86,107.78,0.046939,1,Normal,0,LOW,None
2026-01-01 15:35:00,5.47,28.28,119.47,0.4259,-77.78,94.78,106.79,0.04085,1,Normal,0,LOW,None
2026-01-01 15:40:00,5.17,28.29,127.7,0.4378,-78.1,95.25,107.25,0.016159,1,Normal,0,LOW,None
2026-01-01 15:45:00,8.67,28.23,122.11,0.3949,-75.2,94.63,105.16,0.042435,1,Normal,0,LOW,None
2026-01-01 15:50:00,8.63,28.35,122.23,0.3898,-76.27,94.62,107.68,0.038177,1,Normal,0,LOW,None
2026-01-01 15:55:00,6.24,28.31,115.92,0.4111,-76.4,94.9,108.7,0.04532,1,Normal,0,LOW,None
2026-01-01 16:00:00,5.88,28.2,115.15,0.4448,-76.59,94.22,108.53,0.055291,1,Normal,0,LOW,None
2026-01-01 16:05:00,7.99,28.27,118.22,0.3915,-78.11,94.52,109.21,0.035653,1,Normal,0,LOW,None
2026-01-01 16:10:00,4.8,28.36,118.12,0.4315,-75.77,94.43,111.07,0.041102,1,Normal,0,LOW,None
2026-01-01 16:15:00,4.96,28.36,110.42,0.4759,-77.83,94.49,110.3,0.036692,1,Normal,0,LOW,None
2026-01-01 16:20:00,6.71,28.09,115.68,0.3789,-76.65,94.76,108.73,0.041032,1,Normal,0,LOW,None
2026-01-01 16:25:00,5.37,28.11,115.73,0.4202,-78.51,94.64,106.4,0.037285,1,Normal,0,LOW,None
2026-01-01 16:30:00,5.76,28.3,114.28,0.467,-78.85,94.23,107.69,0.040443,1,Normal,0,LOW,None
2026-01-01 16:35:00,5.48,28.09,111.53,0.4068,-76.42,94.46,108.59,0.054309,1,Normal,0,LOW,None
2026-01-01 16:40:00,6.01,28.06,111.81,0.3982,-77.48,94.84,109.67,0.034531,1,Normal,0,LOW,None
2026-01-01 16:45:00,7.22,28.12,112.39,0.4653,-78.59,94.12,108.32,0.045805,1,Normal,0,LOW,None
2026-01-01 16:50:00,5.57,28.19,112.62,0.4042,-75.99,94.38,107.52,0.056868,1,Normal,0,LOW,None
2026-01-01 16:55:00,6.17,28.14,113.7,0.4583,-74.34,94.25,107.12,0.058931,1,Normal,0,LOW,None
2026-01-01 17:00:00,2.88,28.09,114.63,0.429,-75.0,94.26,106.29,0.038454,1,Normal,0,LOW,None
2026-01-01 17:05:00,5.23,28.08,109.08,0.3958,-76.57,93.77,109.2,0.050429,1,Normal,0,LOW,None
2026-01-01 17:10:00,4.23,28.07,107.76,0.4265,-76.23,94.65,106.81,0.051423,1,Normal,0,LOW,None
2026-01-01 17:15:00,3.73,28.05,110.12,0.418,-75.28,93.97,107.81,0.048711,1,Normal,0,LOW,None
2026-01-01 17:20:00,4.1,28.3,109.95,0.4438,-74.96,94.48,109.08,0.042259,1,Normal,0,LOW,None
2026-01-01 17:25:00,4.72,28.13,105.52,0.379,-76.35,93.96,107.24,0.051036,1,Normal,0,LOW,None
2026-01-01 17:30:00,6.18,28.17,109.01,0.4005,-75.89,93.93,110.71,0.051914,1,Normal,0,LOW,None
2026-01-01 17:35:00,3.47,28.06,108.88,0.3943,-75.54,94.45,111.45,0.024507,1,Normal,0,LOW,None
2026-01-01 17:40:00,5.07,28.07,109.17,0.4229,-75.21,94.36,108.89,0.055003,1,Normal,0,LOW,None
2026-01-01 17:45:00,4.44,28.03,110.07,0.3518,-75.81,94.09,109.13,0.037696,1,Normal,0,LOW,None
2026-01-01 17:50:00,4.62,27.86,100.0,0.4316,-75.71,94.23,111.07,0.034569,1,Normal,0,LOW,None
2026-01-01 17:55:00,6.21,27.96,102.27,0.4077,-74.12,93.89,108.56,0.056161,1,Normal,0,LOW,None
2026-01-01 18:00:00,5.65,27.92,101.44,0.3345,-74.21,93.94,108.4,0.03603,1,Normal,0,LOW,None
2026-01-01 18:05:00,6.61,27.88,100.24,0.4337,-74.85,93.72,112.33,0.033275,1,Normal,0,LOW,None
2026-01-01 18:10:00,4.82,27.96,97.5,0.473,-73.52,94.16,111.66,0.039926,1,Normal,0,LOW,None
2026-01-01 18:15:00,4.19,28.15,93.75,0.4219,-75.53,93.65,111.05,0.039379,1,Normal,0,LOW,None
